1,42,681971042,4200,0,0,0,1,0,1,0,1
2,42,9431042,1136201,53495,17605,0,1,0,1,0,1
3,66,17221712142,1042042,443,34099,0,1,0,1,0,1
4,66,1042042,17221712142,34099,443,0,1,1,1,1,1
5,74,1042042,1722171040,54652,443,0,1,0,1,0,1
6,74,1722171040,1042042,443,54652,0,1,1,1,1,1
7,66,1042042,1722171040,54652,443,0,2,1,2,1,1
8,241,1042042,1722171040,54652,443,0,3,1,3,1,1
9,66,1722171040,1042042,443,54652,0,2,3,2,3,1
10,1484,1722171040,1042042,443,54652,0,3,3,3,3,1
11,1484,1722171040,1042042,443,54652,0,4,3,4,3,1
12,948,1722171040,1042042,443,54652,0,5,3,5,3,1
13,66,1042042,1722171040,54652,443,0,4,5,4,5,1
14,66,1042042,1722171040,54652,443,0,5,5,5,5,1
15,151,1042042,1722171040,54652,443,0,6,5,6,5,1
16,371,1722171040,1042042,443,54652,0,6,6,6,6,1
17,66,1042042,1722171040,54652,443,0,7,6,7,6,1
18,734,1042042,1722171040,54652,443,0,8,6,8,6,1
19,479,1722171040,1042042,443,54652,0,7,8,7,8,1
20,66,1042042,1722171040,54652,443,0,9,7,9,7,1
21,1392,1042042,17221712163,37475,443,0,1,0,1,0,1
22,1392,17221712163,1042042,443,37475,0,1,1,1,1,1
23,73,17221712163,1042042,443,37475,0,2,1,2,1,1
24,81,1042042,17221712163,37475,443,0,2,2,2,2,1
25,333,1042042,17221712163,37475,443,0,3,2,3,2,1
26,1392,1042042,17221712163,37475,443,0,4,2,4,2,1
27,1152,1042042,17221712163,37475,443,0,5,2,5,2,1
28,69,17221712163,1042042,443,37475,0,3,5,3,5,1
29,80,1042042,17221712163,37475,443,0,6,3,6,3,1
30,72,17221712163,1042042,443,37475,0,4,6,4,6,1
31,72,17221712163,1042042,443,37475,0,5,6,5,6,1
32,280,17221712163,1042042,443,37475,0,6,6,6,6,1
33,60,17221712163,1042042,443,37475,0,7,6,7,6,1
34,86,1042042,17221712163,37475,443,0,7,7,7,7,1
35,142,1042042,17221712163,37475,443,0,7,7,8,7,1
36,1392,1042042,17221712163,37475,443,0,8,7,9,7,1
37,1330,1042042,17221712163,37475,443,0,9,7,10,7,1
38,78,17221712163,1042042,443,37475,0,8,9,8,10,1
39,142,17221712163,1042042,443,37475,0,9,9,9,10,1
40,60,17221712163,1042042,443,37475,0,10,9,10,10,1
41,83,1042042,17221712163,37475,443,0,10,10,11,10,1
42,1126,1042042,74125192188,42392,5228,0,1,0,1,0,1
43,66,74125192188,1042042,5228,42392,0,1,1,1,1,1
44,405,74125192188,1042042,5228,42392,0,2,1,2,1,1
45,66,1042042,74125192188,42392,5228,0,2,2,2,2,1
46,66,1042042,621380117,50998,80,0,2,2,1,0,1
47,74,1042042,621380117,55473,80,0,1,0,2,0,1
48,66,621380117,1042042,80,50998,0,1,0,1,2,1
49,74,621380117,1042042,80,55473,0,1,1,2,2,1
50,66,1042042,621380117,55473,80,0,2,1,3,2,1
51,251,1042042,621380117,55473,80,0,3,1,4,2,1
52,523,1042042,621380117,55473,80,0,4,1,5,2,1
53,66,621380117,1042042,80,55473,0,2,4,3,5,1
54,66,621380117,1042042,80,55473,0,3,4,4,5,1
55,1514,621380117,1042042,80,55473,0,4,4,5,5,1
56,1514,621380117,1042042,80,55473,0,5,4,6,5,1
57,1230,621380117,1042042,80,55473,0,6,4,7,5,1
58,66,1042042,621380117,55473,80,0,5,6,6,7,1
59,66,1042042,621380117,55473,80,0,6,6,7,7,1
60,66,1042042,621380117,55473,80,0,7,6,8,7,1
61,72,1042042,104201,54160,53,0,1,0,1,0,1
62,155,104201,1042042,53,54160,0,1,1,1,1,1
63,74,1042042,655511892,35325,80,0,1,0,1,0,1
64,74,1042042,655511892,35326,80,0,1,0,2,0,1
65,1392,1042042,17221712195,42540,443,0,1,0,1,0,1
66,74,655511892,1042042,80,35325,0,1,1,1,2,1
67,74,655511892,1042042,80,35326,0,1,1,2,2,1
68,66,1042042,655511892,35325,80,0,2,1,3,2,1
69,66,1042042,655511892,35326,80,0,2,1,4,2,1
70,1392,17221712195,1042042,443,42540,0,1,1,1,1,1
71,73,17221712195,1042042,443,42540,0,2,1,2,1,1
72,81,1042042,17221712195,42540,443,0,2,2,2,2,1
73,80,1042042,17221712195,42540,443,0,3,2,3,2,1
74,1133,1042042,17221712195,42540,443,0,4,2,4,2,1
75,66,1042042,17221712195,42540,443,0,5,2,5,2,1
76,78,17221712195,1042042,443,42540,0,3,5,3,5,1
77,215,17221712195,1042042,443,42540,0,4,5,4,5,1
78,80,1042042,17221712195,42540,443,0,6,4,6,4,1
79,463,1042042,655511892,35325,80,0,3,1,5,2,1
80,66,655511892,1042042,80,35325,0,2,3,3,5,1
81,708,655511892,1042042,80,35325,0,3,3,4,5,1
82,66,1042042,655511892,35325,80,0,4,3,6,4,1
83,465,1042042,655511892,35325,80,0,5,3,7,4,1
84,66,655511892,1042042,80,35325,0,4,5,5,7,1
85,1070,655511892,1042042,80,35325,0,5,5,6,7,1
86,66,1042042,1722179227,58752,443,0,1,0,1,0,1
87,74,1042042,104201,38068,53,0,1,0,2,1,1
88,66,1042042,655511892,35325,80,0,6,5,8,6,1
89,237,104201,1042042,53,38068,0,1,1,2,2,1
90,74,1042042,1312536182,58842,443,0,1,0,1,0,1
91,74,1042042,1312536182,58843,443,0,1,0,2,0,1
92,74,1312536182,1042042,443,58842,0,1,1,1,2,1
93,74,1312536182,1042042,443,58843,0,1,1,2,2,1
94,66,1042042,1312536182,58842,443,0,2,1,3,2,1
95,66,1042042,1312536182,58843,443,0,2,1,4,2,1
96,268,1042042,1312536182,58842,443,0,3,1,5,2,1
97,268,1042042,1312536182,58843,443,0,3,1,6,2,1
98,1514,1312536182,1042042,443,58842,0,2,3,3,6,1
99,1514,1312536182,1042042,443,58842,0,3,3,4,6,1
100,1514,1312536182,1042042,443,58842,0,4,3,5,6,1
101,1514,1312536182,1042042,443,58842,0,5,3,6,6,1
102,1514,1312536182,1042042,443,58843,0,2,3,7,6,1
103,1514,1312536182,1042042,443,58843,0,3,3,8,6,1
104,1514,1312536182,1042042,443,58843,0,4,3,9,6,1
105,1514,1312536182,1042042,443,58843,0,5,3,10,6,1
106,66,1042042,1312536182,58842,443,0,4,5,7,10,1
107,66,1042042,1312536182,58842,443,0,5,5,8,10,1
108,66,1042042,1312536182,58842,443,0,6,5,9,10,1
109,66,1042042,1312536182,58843,443,0,4,5,10,10,1
110,66,1042042,1312536182,58843,443,0,5,5,11,10,1
111,66,1042042,1312536182,58843,443,0,6,5,12,10,1
112,100,1312536182,1042042,443,58842,0,6,6,11,12,1
113,100,1312536182,1042042,443,58843,0,6,6,12,12,1
114,66,1042042,1312536182,58842,443,0,7,6,13,12,1
115,66,1042042,1312536182,58843,443,0,7,6,14,12,1
116,248,1042042,1312536182,58842,443,0,8,6,15,12,1
117,248,1042042,1312536182,58843,443,0,8,6,16,12,1
118,141,1312536182,1042042,443,58842,0,7,8,13,16,1
119,141,1312536182,1042042,443,58843,0,7,8,14,16,1
120,679,1042042,1312536182,58842,443,0,9,7,17,14,1
121,66,1042042,1312536182,58843,443,0,9,7,18,14,1
122,1514,1312536182,1042042,443,58842,0,8,9,15,18,1
123,1514,1312536182,1042042,443,58842,0,9,9,16,18,1
124,1514,1312536182,1042042,443,58842,0,10,9,17,18,1
125,1514,1312536182,1042042,443,58842,0,11,9,18,18,1
126,583,1312536182,1042042,443,58842,0,12,9,19,18,1
127,66,1042042,1312536182,58842,443,0,10,12,19,19,1
128,66,1042042,1312536182,58842,443,0,11,12,20,19,1
129,66,1042042,1312536182,58842,443,0,12,12,21,19,1
130,71,1042042,104201,37026,53,0,1,0,3,2,1
131,66,1312536182,1042042,443,58842,0,13,12,20,21,1
132,193,104201,1042042,53,37026,0,1,1,3,3,1
133,74,1042042,1048867238,60693,443,0,1,0,1,0,1
134,74,1042042,1048867238,60694,443,0,1,0,2,0,1
135,74,1042042,1048867238,60696,443,0,1,0,3,0,1
136,74,1048867238,1042042,443,60693,0,1,1,1,3,1
137,74,1048867238,1042042,443,60694,0,1,1,2,3,1
138,74,1048867238,1042042,443,60696,0,1,1,3,3,1
139,66,1042042,1048867238,60693,443,0,2,1,4,3,1
140,265,1042042,1048867238,60693,443,0,3,1,5,3,1
141,66,1042042,1048867238,60694,443,0,2,1,6,3,1
142,265,1042042,1048867238,60694,443,0,3,1,7,3,1
143,66,1042042,1048867238,60696,443,0,2,1,8,3,1
144,265,1042042,1048867238,60696,443,0,3,1,9,3,1
145,66,1048867238,1042042,443,60693,0,2,3,4,9,1
146,1514,1048867238,1042042,443,60693,0,3,3,5,9,1
147,1514,1048867238,1042042,443,60693,0,4,3,6,9,1
148,1266,1048867238,1042042,443,60693,0,5,3,7,9,1
149,755,1048867238,1042042,443,60693,0,6,3,8,9,1
150,66,1048867238,1042042,443,60694,0,2,3,9,9,1
151,1514,1048867238,1042042,443,60694,0,3,3,10,9,1
152,1514,1048867238,1042042,443,60694,0,4,3,11,9,1
153,1266,1048867238,1042042,443,60694,0,5,3,12,9,1
154,66,1048867238,1042042,443,60696,0,2,3,13,9,1
155,1514,1048867238,1042042,443,60696,0,3,3,14,9,1
156,1514,1048867238,1042042,443,60696,0,4,3,15,9,1
157,1266,1048867238,1042042,443,60696,0,5,3,16,9,1
158,755,1048867238,1042042,443,60694,0,6,3,17,9,1
159,755,1048867238,1042042,443,60696,0,6,3,18,9,1
160,66,1042042,1048867238,60693,443,0,4,6,10,18,1
161,66,1042042,1048867238,60693,443,0,5,6,11,18,1
162,66,1042042,1048867238,60693,443,0,6,6,12,18,1
163,66,1042042,1048867238,60694,443,0,4,6,13,18,1
164,66,1042042,1048867238,60694,443,0,5,6,14,18,1
165,66,1042042,1048867238,60694,443,0,6,6,15,18,1
166,66,1042042,1048867238,60696,443,0,4,6,16,18,1
167,66,1042042,1048867238,60696,443,0,5,6,17,18,1
168,66,1042042,1048867238,60696,443,0,6,6,18,18,1
